window_days,donut_days,sample,n_questions,n_disclosed,n_controls,mean_exposure_disclosed,mean_exposure_controls,smd_exposure_index,mean_abs_days_disclosed,mean_abs_days_controls,smd_abs_days,share_post_ban_disclosed,share_post_ban_controls,smd_post_ban,avg_control_weight,max_control_weight
7,0,matched_all_tags,16873,56,16817,0.34362323917290694,0.34362323917290694,0.0,3.125891257440476,3.5075961401396247,-0.21438513136198772,0.625,0.48780648171260826,0.2788203040264262,0.003329963727180829,0.05263157894736842
7,0,matched_high_tags,12664,46,12618,0.4879328021974053,0.48793280219740537,-2.3392433537389495e-16,3.236567898802335,3.507206906237348,-0.14974924659578157,0.6086956521739131,0.48667075550672656,0.24703026237736664,0.003645585671263275,0.006134969325153374
7,1,matched_all_tags,13688,49,13639,0.3482471663934993,0.3482471663934993,0.0,3.498204973781179,3.9363111436725515,-0.28725000871274897,0.6326530612244898,0.4700144043261991,0.3314658676952783,0.0035926387565070753,0.05555555555555555
7,1,matched_high_tags,10443,41,10402,0.4646288116591092,0.4646288116591093,-6.565199773763926e-16,3.574522095189702,3.9391083725846556,-0.2339153082165534,0.6097560975609756,0.46954520452519843,0.28413231729212046,0.003941549701980389,0.006230529595015576
7,3,matched_all_tags,8475,28,8447,0.3637623560784034,0.3637623560784033,3.271591710381501e-16,4.434434712714947,4.8876466005791475,-0.4167157566560619,0.7142857142857143,0.4284763211846676,0.6032325543368965,0.00331478631466793,0.008620689655172414
7,3,matched_high_tags,6957,25,6932,0.44897282724963494,0.44897282724963483,6.497948512001701e-16,4.489234563425926,4.885499983060473,-0.3625000093220167,0.72,0.4294286017564577,0.6148921294248597,0.0036064627813040973,0.008620689655172414
7,5,matched_all_tags,2785,6,2779,0.4179251636711158,0.4179251636711157,2.1648909403782334e-15,6.018617791280865,5.9761654063409475,0.07529234270071568,0.8333333333333334,0.3828436389669638,1.0401349711685794,0.0021590500179920835,0.013513513513513514
7,5,matched_high_tags,2785,6,2779,0.4179251636711158,0.4179251636711157,2.1648909403782334e-15,6.018617791280865,5.9761654063409475,0.07529234270071568,0.8333333333333334,0.3828436389669638,1.0401349711685794,0.0021590500179920835,0.013513513513513514
14,0,matched_all_tags,36063,102,35961,0.35006686788788716,0.3500668678878873,-4.042754369503159e-16,6.554527116240015,6.945559435336715,-0.09550157017415618,0.696078431372549,0.4824095943099818,0.4449291920299198,0.0028364061066155,0.021739130434782608
14,0,matched_high_tags,26676,80,26596,0.4716658708175007,0.4716658708175007,0.0,6.385135751157407,6.931653332564252,-0.1355179353078232,0.675,0.4798670976078017,0.4029703808108784,0.0030079711234772145,0.013157894736842105
14,1,matched_all_tags,31787,95,31692,0.3529266345701387,0.3529266345701388,-3.1499604355967815e-16,6.999198938474659,7.385323615042227,-0.09970272901722088,0.7052631578947368,0.4729845964538161,0.4858484725266648,0.0029976019184652274,0.022222222222222223
14,1,matched_high_tags,23933,75,23858,0.4578418938979052,0.45784189389790525,-2.7913544749798024e-16,6.779788568672839,7.373451704464933,-0.15544204489041485,0.68,0.4709552765414218,0.43272208905225007,0.0031435996311509765,0.014084507042253521
14,3,matched_all_tags,26777,74,26703,0.3601252040686081,0.3601252040686081,0.0,8.346973343186937,8.364184061674285,-0.005138830429978021,0.7567567567567568,0.4563195264019027,0.6463123465754516,0.002771224207017938,0.01694915254237288
14,3,matched_high_tags,20195,59,20136,0.44936748212814037,0.4493674821281404,-2.6863727099442436e-16,8.036603403954803,8.358636028188549,-0.09702402678091505,0.7457627118644068,0.4550884661596499,0.6214282780435684,0.0029300754866905046,0.01694915254237288
14,5,matched_all_tags,17671,52,17619,0.364835963709777,0.36483596370977706,-1.7279480490932398e-16,10.18506850360577,9.487709298944793,0.2793886240324709,0.7884615384615384,0.45313350727382695,0.7365014848203136,0.002951359327998184,0.02040816326530612
14,5,matched_high_tags,14275,40,14235,0.4448977936586527,0.4448977936586526,2.6092922756591975e-16,9.95101108738426,9.478842620029969,0.18885416171954864,0.775,0.4495507268965903,0.7086464873137028,0.002809975412715139,0.02040816326530612
21,0,matched_all_tags,55067,150,54917,0.3089345228127048,0.30893452281270484,-1.1173245693586697e-16,10.305701984182098,10.373896755887191,-0.010856490624590277,0.7133333333333334,0.46572454606855807,0.5200935233805618,0.0027313946501083455,0.013157894736842105
21,0,matched_high_tags,39650,114,39536,0.46379310707681815,0.4637931070768181,2.4127338787971396e-16,9.932565687642139,10.350366987502758,-0.06682894989994195,0.7105263157894737,0.462368367350789,0.5207025805171756,0.0028834479967624446,0.00847457627118644
21,1,matched_all_tags,50406,143,50263,0.3088208963741566,0.3088208963741567,-2.3643949124671947e-16,10.784737279202279,10.820934923858987,-0.005986964206881975,0.7202797202797203,0.45872542349341033,0.5515438464615123,0.002845035115293556,0.013333333333333334
21,1,matched_high_tags,36359,109,36250,0.45392006040091826,0.45392006040091826,0.0,10.366841935312607,10.797724079116263,-0.07141481739883597,0.7155963302752294,0.4555622984799851,0.5472621140689411,0.003006896551724138,0.008849557522123894
21,3,matched_all_tags,45167,122,45045,0.3055952704788379,0.305595270478838,-2.3053997725701487e-16,12.253848845628417,11.821575057911152,0.07949410127930924,0.7540983606557377,0.4466113326745303,0.6611602490375454,0.0027084027084027084,0.009900990099009901
21,3,matched_high_tags,32621,93,32528,0.44786909663352137,0.44786909663352137,0.0,11.78130353905317,11.804626196444913,-0.004263249454823369,0.7634408602150538,0.44384742732989185,0.6913091682033217,0.0028590752582390556,0.009900990099009901
21,5,matched_all_tags,35569,100,35469,0.2960482801024963,0.29604828010249634,-1.1089655825787354e-16,14.069170939583337,12.955999208894395,0.24422377434667977,0.77,0.4434129526469469,0.7093871520253265,0.002819363387747047,0.01098901098901099
21,5,matched_high_tags,25332,74,25258,0.44506832821220693,0.445068328212207,-2.582227311995657e-16,13.777595564783534,12.937546353409495,0.18245102775346775,0.7837837837837838,0.438992766899024,0.7562362382028059,0.0029297648269855097,0.01098901098901099
28,0,matched_all_tags,71880,198,71682,0.28838494831573774,0.28838494831573774,0.0,13.822535298353912,13.694494695152171,0.015492983820147879,0.7070707070707071,0.4509885322638312,0.5370596333027279,0.002762199715409726,0.011111111111111112
28,0,matched_high_tags,51766,154,51612,0.4550361383868017,0.4550361383868017,0.0,13.803487480684824,13.672592821885434,0.015674910119525425,0.7012987012987013,0.44888760094067964,0.5281154335639142,0.0029838022165387893,0.006666666666666667
28,1,matched_all_tags,66501,191,66310,0.28754675144562697,0.28754675144562697,0.0,14.310073939124006,14.15203639982654,0.019710975510842856,0.7120418848167539,0.4454355030811423,0.5607729284823743,0.002880410194540793,0.011235955056179775
28,1,matched_high_tags,47968,149,47819,0.44751971603027046,0.44751971603027035,6.140097250914773e-16,14.25107620525727,14.13052341002035,0.014847508992471127,0.7046979865771812,0.44342381400861447,0.5478409950474574,0.0031159162675923795,0.006896551724137931
28,3,matched_all_tags,61248,170,61078,0.28260390790016815,0.28260390790016815,0.0,15.799860297726033,15.18277160927302,0.08381557842508724,0.7352941176470589,0.43565309972259825,0.6384769171387897,0.002783326238580176,0.007518796992481203
28,3,matched_high_tags,44230,133,44097,0.44251862474983217,0.4425186247498323,-6.094609950636258e-16,15.707412126061678,15.162644360238206,0.07271256915339505,0.7368421052631579,0.4339512707123459,0.6461007670781808,0.0030160781912601763,0.007518796992481203
28,5,matched_all_tags,53868,148,53720,0.2727356037490539,0.2727356037490539,0.0,17.55353909057495,16.334316464635947,0.1880163592729895,0.7432432432432432,0.43137975942314677,0.6678432440156438,0.0027550260610573344,0.008130081300813009
28,5,matched_high_tags,39488,114,39374,0.4398088367764343,0.4398088367764343,0.0,17.657602240598603,16.315391096788915,0.20380745714642637,0.7456140350877193,0.4291333330766202,0.6788777251527671,0.0028953116269619544,0.008130081300813009
35,0,matched_all_tags,90592,276,90316,0.266819612527878,0.266819612527878,0.0,18.76327353927637,17.25767906360186,0.1443015393152156,0.7246376811594203,0.4548204968736652,0.5704133394204287,0.003055936932547943,0.010869565217391304
35,0,matched_high_tags,64882,218,64664,0.444959104187331,0.44495910418733103,-3.1114894830265155e-16,18.918022459596926,17.230038109597675,0.1609684606454613,0.7155963302752294,0.45315406812824816,0.5524649236024797,0.003371273042187307,0.010869565217391304
35,1,matched_all_tags,87067,269,86798,0.2656632818486729,0.2656632818486729,0.0,19.238013494940105,17.721435571225886,0.1491577631886288,0.7286245353159851,0.4505761310859701,0.5892707153369836,0.0030991497499942393,0.0111731843575419
35,1,matched_high_tags,63189,213,62976,0.43946458727596704,0.4394645872759673,-1.7359175075141942e-15,19.35118393779343,17.69310060541084,0.162029308525963,0.7183098591549296,0.44880643322279207,0.5683399379250457,0.0033822408536585357,0.0111731843575419
35,3,matched_all_tags,81595,248,81347,0.2604220065895437,0.2604220065895437,0.0,20.676523219272703,18.760319897767342,0.2027813711409478,0.7459677419354839,0.4432681221621149,0.6481022693547589,0.0030486680516798406,0.011976047904191617
35,3,matched_high_tags,59294,197,59097,0.43543399235024566,0.43543399235024566,0.0,20.74861744635975,18.73661689699686,0.211154617308811,0.7411167512690355,0.44189601600198614,0.6390406738553555,0.003333502546660575,0.011976047904191617
35,5,matched_all_tags,74858,226,74632,0.2518002771948594,0.2518002771948594,0.0,22.299669438811048,19.92340784412139,0.2779398912407003,0.7522123893805309,0.4405229949005876,0.6699889061183812,0.0030281916604137636,0.012738853503184714
35,5,matched_high_tags,54185,178,54007,0.4329422853583383,0.4329422853583383,0.0,22.535721795477006,19.9027445877555,0.307150465431627,0.7471910112359551,0.43892388303819807,0.6608677829742445,0.003295869054011517,0.012738853503184714
